sequence	uuid	sample_barcode	sample_name	plate_name	plate_well_position	germplasm_name	number_of_plants	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	Submergence	Submergence.1	Drought
992	c86094ae-226f-4a9c-955b-3bb269ac3e3a	266347075248381169405794850572977585722	YGS-208	Plate-44411	D07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
993	4e668923-8988-4481-b2d8-edca6b2c022b	104212179456459562553136954289731404331	YGS-209	Plate-44411	E07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
994	b20db6df-de9e-45ab-9782-3d05c4bafab4	236673792244201094889448621760258439860	YGS-210	Plate-44411	F07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
995	b9d11165-9278-4b0c-84aa-73fb891c8997	246992722111981128421339344261791648151	YGS-211	Plate-44411	G07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
996	1a05648a-0198-4e43-b7b7-2844602b52fb	34587928549640890297320998061090755323	YGS-212	Plate-44411	H07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
997	ed0cf3de-3eb3-4aee-9f43-3f32c6c9856a	315094288796918067519895924733825877354	YGS-213	Plate-44411	A08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
998	34bae205-2b14-47fa-9157-67ef973c8f25	70090207230546715027631525946386583333	YGS-214	Plate-44411	B08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
999	a9a43a34-6443-4678-b5c1-30294a50f674	225492248503101788594861117282993632884	YGS-215	Plate-44411	C08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1000	735ac123-2a46-4bc5-bca5-c4c1c0e53581	153332443523656005687106996254980519297	YGS-216	Plate-44411	D08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1001	90dc7944-ea22-44f1-a9d5-f99f7eb541c5	192553596333443561953406942250477633989	YGS-217	Plate-44411	E08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1002	a1579cd9-7396-463c-a653-3632599e8659	214460618432245867483982788656552117849	YGS-218	Plate-44411	F08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1003	f39329a5-9f94-4be8-bde2-07ab23033f7e	323766515314767137402832361799190527870	YGS-219	Plate-44411	G08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1004	263f11cf-f414-4f63-b490-b0438e896959	50838139818646295661048571005495765337	YGS-220	Plate-44411	H08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1005	550a2e26-e945-42f8-88aa-d2b74ff4bce7	113037238684008880422748360537793674471	YGS-221	Plate-44411	A09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1006	0ceec931-2e69-4de6-baa0-2d7fe77ffb98	17190583262624192176403223986139298712	YGS-222	Plate-44411	B09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1007	eec5fb48-76fc-43f1-83c8-618312587089	317384242104003757709412531340484046985	YGS-223	Plate-44411	C09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1008	f1513c6f-de88-41bf-8ec7-ca62dd275120	320765748837478701170539495278527336736	YGS-224	Plate-44411	D09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1009	e8575683-7f18-444a-a59e-653cb0d87e97	308834379554242148894545634176089489047	YGS-225	Plate-44411	E09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1010	7cdc5451-3f1c-42d2-b5eb-40527a8ea08a	165968286945626821818882456998881697930	YGS-226	Plate-44411	F09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1011	699fc29f-9237-4bb0-a98d-facd533a264f	140398462187915812230254067344616334927	YGS-227	Plate-44411	G09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1012	8e18f61c-ed6e-4ca9-94c4-d52e536cd019	188879982290695229721639842569691910169	YGS-228	Plate-44411	H09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1013	9fa94d0c-7213-4a4a-a763-dbef64832606	212226312230476052553168207170544805382	YGS-229	Plate-44411	A10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1014	95066959-d974-4f70-94d8-17d395eedaa6	198088261924717378893379003811632175782	YGS-230	Plate-44411	B10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1015	92f023fd-62e4-4de9-8cb1-6e01227530dd	195314168590312853971957906751565934813	YGS-231	Plate-44411	C10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1016	0e4ba5e2-ab7b-416f-8139-70e7966bb5f2	19001978761599208608137516199665448434	YGS-232	Plate-44411	D10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1017	bb3187b1-edac-4c50-a4e8-134ebcb8fafe	248822809980084975743212391870093654782	YGS-233	Plate-44411	E10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1018	f2eed019-8b86-497e-bc23-51f94358c7d3	322913162397363312117963284649057241043	YGS-234	Plate-44411	F10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1019	8e8b2035-4022-4e6d-a305-e8c5ecf787d8	189472757920842839575630601116282488792	YGS-235	Plate-44411	G10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1020	77cc35ed-c5f4-4ae0-86ca-ffde92a59287	159238453863593481562647950098637886087	YGS-236	Plate-44411	H10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1021	a64649e7-5bee-4b03-a92d-28427f18eb9a	221016807026451294686859613482060934042	YGS-237	Plate-44411	A11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1022	35304296-6dd7-4ff3-8209-b1a1fa682f69	70699664583062593820594787754764152681	YGS-238	Plate-44411	B11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1023	ed907083-ee23-4330-b552-406b3d398e15	315777007831119037450656654084439379477	YGS-239	Plate-44411	C11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1024	fe7f36ba-2f37-408d-a76f-8684b1c55ccc	338284442631571970895952902612001840332	YGS-240	Plate-44411	D11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1025	f4656141-1d5b-4f3c-b694-ada6ae0d828e	324858025506879059939540630016701072014	YGS-241	Plate-44411	E11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1026	feb32707-532d-451c-ab32-0cbedc04c473	338554123661360029727257236681347351667	YGS-242	Plate-44411	F11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1027	963003ee-4d38-4e4e-bb48-2f8c6ea00556	199633509344376957410732921641945269590	YGS-243	Plate-44411	G11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1028	fc0e97f9-1db4-4e83-bec1-cd817edcec10	335041229474673947719817154193161776144	YGS-244	Plate-44411	A12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1029	021a9193-becc-448a-b98c-43d04af90bcc	2796408364873252766417106300304952268	YGS-245	Plate-44411	B12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1030	30c2390a-106a-4036-b3ab-507279b768ea	64811406282940961281721481546218039530	YGS-246	Plate-44411	C12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1031	55c22f16-2514-4e21-894b-5b580c99d7a3	113992640260020045542087248821704316835	YGS-247	Plate-44411	D12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1032	4281ced8-e3aa-445e-8d37-4a1c63e1423d	88403049376675833184806232337890230845	YGS-248	Plate-44411	E12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1033	c3c3a884-2f6b-4c05-8716-5a75d33cc275	260215374983079261493452078144934429301	YGS-249	Plate-44411	F12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1034	02209777-1fc2-4eda-85a2-868ba5893988	2827681572873376118682993648747493768	YGS-250	Plate-44411	G12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1035	4759e870-d250-4f04-a6c1-77ca9855e365	94842016578809814701060456448240509797	YGS-251	Plate-44412	A01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1036	2bea39e6-07af-41f8-be38-5a207d80f02a	58372975605851587255454348196572098602	YGS-252	Plate-44412	B01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1037	ed73ff91-feda-496a-af9c-b97644cacbb5	315629332721162147823830288861361785781	YGS-253	Plate-44412	C01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1038	6e05f27f-08ce-44a5-94c7-d942ee78d4cc	146245959428459386146140656504585901260	YGS-254	Plate-44412	D01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1039	5f20df51-11be-46d4-bfcd-acfcfee7533d	126447342499354175950764615170448118589	YGS-255	Plate-44412	E01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1040	1c115890-8fc4-4da4-a66d-2494e5e902d6	37308449233966932436627839755510940374	YGS-256	Plate-44412	F01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1041	c7666a79-42b7-4d8c-a2fe-42a65d5f5890	265048144983442072718724003966176155792	YGS-257	Plate-44412	G01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1042	86158318-5c07-4ce7-8c0d-3d360a2a2f9e	178228248594823383615922343324613750686	YGS-258	Plate-44412	H01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1043	78f6ef3f-81db-4ad3-a88d-e91542658e31	160789517048847657873937410725779967537	YGS-259	Plate-44412	A02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1044	9fe87cdd-0028-4f82-9dce-171c3015ea9e	212554396729245204770260088335518526110	YGS-260	Plate-44412	B02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1045	af2fd93c-4754-4e79-bf19-c94defad04c3	232863343273360513981624505196249679043	YGS-261	Plate-44412	C02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1046	1837ea06-193c-43d5-9bfb-59f71b3e8315	32191794793083607179386796610747794197	YGS-262	Plate-44412	D02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1047	ac979376-ce99-4fcc-b19c-3dac56943018	229414243027718457106591307809288368152	YGS-263	Plate-44412	E02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1048	3c57f9e2-4f18-451f-9e21-1b0b3e254433	80210477823822176289674249891257599027	YGS-264	Plate-44412	F02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1049	97c7a304-459a-439e-bcf0-4396b8093ac8	201750000809589732366536723183388146376	YGS-265	Plate-44412	G02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1050	48608126-6c1f-4306-b5f6-9a0fd09c5aa9	96205495669904507192402528130905692841	YGS-266	Plate-44412	H02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1051	282c55d8-2752-40e3-80ab-aec6b56b5fe7	53399322023440934533268942059849080807	YGS-267	Plate-44412	A03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1052	383d450a-78b9-40ad-8d0d-0be2bde9d2fd	74754898188232348363951720003422245629	YGS-268	Plate-44412	B03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1053	f5f45b55-146e-41d4-9b0c-856a58cb8340	326929631840777625729559537728596181824	YGS-269	Plate-44412	C03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1054	5b4ba2c5-453a-441b-93db-cf846020f6c1	121352471260546168391917135964175136449	YGS-270	Plate-44412	D03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1055	755c00d1-d47b-41a0-9a0f-e4df5691620a	155997383442266156627156324298756547082	YGS-271	Plate-44412	E03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1056	55549d12-af83-4d5c-a627-888b24aca1fd	113423718396568084619032025675995062781	YGS-272	Plate-44412	F03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1057	08a49169-911a-4755-a93e-372f322bb627	11488309964335727567870168404354381351	YGS-273	Plate-44412	G03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1058	ef7e4e30-9bf0-4b06-afe2-54cca6f34b4b	318341306275931840440042464179437914955	YGS-274	Plate-44412	H03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1059	0b8b5e5f-1129-4798-8b2b-825b9a6b2025	15345151295459746981960240319502688293	YGS-275	Plate-44412	A04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1060	1ee6a7df-c7b5-444d-a59c-4e6e7c540509	41074473043101192132635853232824124681	YGS-276	Plate-44412	B04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1061	7a1cb4fb-badc-4ad2-8a45-13d09830eb0f	162314870575626688894873142307434064655	YGS-277	Plate-44412	C04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1062	cc72a86f-9be9-4b0e-8226-ce459bcfd2cf	271757849269387471669399549478096065231	YGS-278	Plate-44412	D04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1063	dc9accb0-3737-4ab0-86cc-e85a6edcbd09	293233924361700122116634018081907981577	YGS-279	Plate-44412	E04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1064	bc06f964-b06b-43bb-86ef-3be05a54952c	249931075286121990413130279953106244908	YGS-280	Plate-44412	F04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1065	b76e0bb7-fba4-4026-b9f5-bde3285023c0	243820113566217120304688904608295166912	YGS-281	Plate-44412	G04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1066	5e7166bc-2ad9-4594-8404-964420d17e73	125536244862731688625331721821599399539	YGS-282	Plate-44412	H04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1067	f07947f9-e0f0-4d25-871b-49e9954a5b86	319644446756771997671559019943690918790	YGS-283	Plate-44412	A05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1068	747bf27f-1c3a-4e16-84e4-4244b4d41a2c	154834018438486814803489535096826108460	YGS-284	Plate-44412	B05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1069	400336af-8884-4fcf-a739-e0df15e69517	85087277778107173976561355252927206679	YGS-285	Plate-44412	C05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1070	e9872c16-8b51-493a-83fb-e4cc8de2015e	310411977305946421272483344667266646366	YGS-286	Plate-44412	D05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1071	c63320b4-3797-4b34-aa02-3deec8eb596e	263452613620579766952946303271965514094	YGS-287	Plate-44412	E05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1072	2315278f-4a63-4845-9a53-4f70ef86d49d	46632820453124984564033007678036300957	YGS-288	Plate-44412	F05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1073	73030f0b-03bc-4a0f-96bf-d730ebdb6bcd	152877101514650855125022592540744575949	YGS-289	Plate-44412	G05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1074	0bdadf72-f971-4e31-8767-2a59f300ca01	15757960755345553294964864100746709505	YGS-290	Plate-44412	H05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1075	9c4286c9-3ac1-40d6-8d1d-a49e69e98cff	207704992721041488929495816777323089151	YGS-291	Plate-44412	A06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1076	776b125a-84c2-4213-b73c-c0598d5f76b2	158734079517262572390966251377095833266	YGS-292	Plate-44412	B06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1077	bf8155d0-983f-4c35-a47d-078c9f241230	254554094021062281556538781692187644464	YGS-293	Plate-44412	C06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1078	0ed78207-5165-454b-ac25-581d581a2cd6	19728173058610137020300401130987990230	YGS-294	Plate-44412	D06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1079	f0ed386c-b516-495c-9e61-e69c593694bc	320246437771475649265928963282454353084	YGS-295	Plate-44412	E06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1080	de444c6a-9d3b-4c34-8aae-3e93ed2981f1	295443241160607629136742068304652894705	YGS-296	Plate-44412	F06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1081	23d2e437-3651-40b3-a8bc-3f56241e789d	47617990956513359286342053215950764189	YGS-297	Plate-44412	G06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1082	36aa208e-9644-49a6-aa18-3dae6779b32c	72661662572348077948750205244029907756	YGS-298	Plate-44412	H06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1083	e7314ea8-0bd1-4314-acaa-d8d75097d91d	307307684914321477805544691179627993373	YGS-299	Plate-44412	A07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1084	b331884d-5ab3-4d76-92c1-e73242a8d3d9	238188998327913172444253153710379160537	YGS-300	Plate-44412	B07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1085	f673671e-040a-493d-86a7-4fe8005b9fef	327589292568105236626790314607105515503	YGS-301	Plate-44412	C07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1086	22c92aa4-eb14-4c04-8ce9-0ecf9831fe78	46238268452628160549774962178816867960	YGS-302	Plate-44412	D07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1087	a8377c0d-c716-495b-b13e-d378b02cdf53	223598395729456707406635750418755149651	YGS-303	Plate-44412	E07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1088	e18c8f5b-ac58-4b1c-bb7a-29fcaaee1196	299806128259475220127177848191324131734	YGS-304	Plate-44412	F07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1089	76e70dfe-74a5-46e7-a673-41329524363a	158048607908319813018055163445657220666	YGS-305	Plate-44412	G07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1090	078ac050-09fe-4895-ad45-ecf3b3f3939a	10025033500961894602943764370629563290	YGS-306	Plate-44412	H07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1091	caf6891f-c470-4bb2-bf9f-fdfa42da448f	269784141382736131235825240962068268175	YGS-307	Plate-44412	A08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1092	9c36a88f-943a-4378-96c3-576f5046ed9c	207643370193122627659490029857036234140	YGS-308	Plate-44412	B08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
1093	6d33323a-1e7f-4660-ba89-f6d26e343aad	145151677405493130990136990536190671533	BRIA-2-1	Plate-44412	C08	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1094	3b62fd44-9f29-43ea-908a-1b466fc4f564	78938433729849227697218518527619954020	BRIA-2-2	Plate-44412	D08	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1095	693525ef-1039-4480-aac7-5b0135c03e71	139844900680625680963463764641006501489	BRIA-2-3	Plate-44412	E08	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1096	e8b73ee7-e87c-46a4-a945-dfb70cd26ab9	309332361230264085851634087719953656505	BRIA-2-4	Plate-44412	F08	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1097	5d9f3f1e-74fe-4f45-b22c-16dd062085aa	124445059013361821906231535352221304234	BRIA-2-5	Plate-44412	G08	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1098	6cdea03f-7990-41ee-8fb3-a85156260315	144712563661898551533974573671053132565	BRIA-2-6	Plate-44412	H08	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1099	f44fb76b-7fab-4f52-9049-25b1449dca83	324745542621226278805601505495729687171	BRIA-2-7	Plate-44412	A09	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1100	c3acaf15-64ab-4dbb-bf7d-5755a92b2e55	260096085354354231793072114423166611029	BRIA-2-8	Plate-44412	B09	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1101	4cefe5d5-73ce-4d06-8c99-0adbbeff6c04	102266948212081460506065199243338935300	BRIA-2-9	Plate-44412	C09	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1102	e9bf8659-227c-471c-8bc5-2bbb4cc7627d	310704576622731636507157792989399966333	BRIA-2-10	Plate-44412	D09	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1103	404b7a53-4c71-4374-952c-dc45bbaea4de	85462495048191650038879732650486965470	BRIA-2-11	Plate-44412	E09	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
1104	411d9e07-98b2-4cf7-ab64-fcf36836621a	86553601557488830061036803071352922650	BRIA-2-12	Plate-44412	F09	BRIA-2	222	Mwea-7b/KIRY-B-SUB//AFRI-h5-d	F1	AFRI-h5-d	DP	Mwea-7b	RP	BRIA-2018-P2				
