sequence	uuid	sample_barcode	sample_name	plate_name	plate_well_position	germplasm_name	number_of_plants	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	Submergence	Submergence.1	Drought
399	b200b1ca-716e-4a9c-bc01-fabc556a1b3c	236606189275408839900267683957711706940	ACN-1-35	Plate-44405	G03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
400	a54ef2d9-5d73-491b-be14-d13a80fb4f31	219732544024033662510910312330481585969	ACN-1-36	Plate-44405	H03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
401	e4fb7244-8d92-4900-bb25-8115bbe23390	304369567176477162317944417293567144848	ACN-1-37	Plate-44405	A04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
402	9ce2f310-6e77-4618-8eb9-5a160e08d94e	208537956359847579072726321603461830990	ACN-1-38	Plate-44405	B04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
403	ac097d9c-43ce-4582-8f67-32d292df868e	228676493628511014900719311386774046350	ACN-1-39	Plate-44405	C04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
404	d103b991-dc96-447c-97c6-9a298388eef4	277827991811751626500030456412664033012	ACN-1-40	Plate-44405	D04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
405	802bf7f6-8731-4f97-ad1f-393d42992974	170369481512526399347263833408552905076	ACN-1-41	Plate-44405	E04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
406	5f9dcae6-5cff-4def-9480-c097cf67854e	127095965504355556811021498324567426382	ACN-1-42	Plate-44405	F04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
407	8853251b-cac6-45c7-874c-d52337d93c20	181206720717078341225162783240742321184	ACN-1-43	Plate-44405	G04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
408	99c04b4d-6bc5-4340-a283-c967f14ce8c0	204370331666572974960800528453803501760	ACN-1-44	Plate-44405	H04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
409	25d82993-f73e-4a02-80f0-c6352c2bf5c5	50303815267337149708541159973707314629	ACN-1-45	Plate-44405	A05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
410	c8e311bd-75d6-4403-befa-055aeaa2e401	267024610355425335191312135546495755265	ACN-1-46	Plate-44405	B05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
411	471589c3-526c-4dc7-9e2a-2eac94a915f6	94487020099874351015150253560274949622	ACN-1-47	Plate-44405	C05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
412	37faed61-f2c8-4fc2-83e9-a999e4e693f7	74410428674149443442187478904982639607	ACN-1-48	Plate-44405	D05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
413	9aa60958-58cb-45c3-bde9-4d0dfe639af7	205563222170638982193564975245321018103	ACN-1-49	Plate-44405	E05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
414	5483db99-1be0-4be3-84d8-693c484d96fe	112339796512640313164763414804703319806	ACN-1-50	Plate-44405	F05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
415	370a2273-fd12-44a6-88b0-c7e3a2c4a274	73160161528242726925671239992545157748	ACN-1-51	Plate-44405	G05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
416	8447d4b7-9968-4207-ae1a-f772b17ffce9	175831062937631828855198260277777792233	ACN-1-52	Plate-44405	H05	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
417	fb79958e-cf92-44f7-af48-e9681a1e1b61	334267528255566845258916256825839852385	ACN-1-53	Plate-44405	A06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
418	02f6686a-abc7-4f3e-89a2-b4fb6e74d8ed	3937878840716292766291277198415681773	ACN-1-54	Plate-44405	B06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
419	20fe78e0-d5d8-48f4-a802-09a0a044d50a	43856590969627775138712896094106604810	ACN-1-55	Plate-44405	C06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
420	6193a8dd-d466-4b5a-99ca-c7d249e3a0bc	129701808249313276830614017260837380284	ACN-1-56	Plate-44405	D06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
421	d78c8236-ff6d-4bf6-b1c0-00e7004cb64d	286513581724571848176716613433592428109	ACN-1-57	Plate-44405	E06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
422	ba78c7c6-661b-4304-94ab-7556d0714577	247863534757306264664245887509426423159	ACN-1-58	Plate-44405	F06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
423	c2485744-636b-4462-87cb-df1a18005533	258245846544007449571393446605356029235	ACN-1-59	Plate-44405	G06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
424	81724f24-3aff-4e5c-b862-2c57774cde26	172063938478958433658335326202193829414	ACN-1-60	Plate-44405	H06	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
425	5dc07934-dceb-4fe9-bc75-5a0e05342d61	124617582964633532785527492502447467873	ACN-1-61	Plate-44405	A07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
426	dfa06383-c721-4bfe-9ca3-e75e06df9fc6	297250628956469633342855330254089592774	ACN-1-62	Plate-44405	B07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
427	7bb92bf2-b01a-48bb-bb69-ea7a8e69233f	164456509771703018225543541226818052927	ACN-1-63	Plate-44405	C07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
428	46467ec9-4805-4d0d-bd2c-e6213725eb49	93411992015801603726762197836106165065	ACN-1-64	Plate-44405	D07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
429	bc76973d-3560-4b61-9459-929d365bcc4e	250510621730158476915165354951540722766	ACN-1-65	Plate-44405	E07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
430	c5c71d37-9041-4035-a07f-5a3b94a4ce3c	262891774836549026656354463696625651260	ACN-1-66	Plate-44405	F07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
431	6c30a95f-3a4e-4c34-9070-b8696030252a	143809289065923828640253711295397766442	ACN-1-67	Plate-44405	G07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
432	15bf4c7d-e4af-49c1-843e-acbc4a45e393	28907068048888069778227027519989998483	ACN-1-68	Plate-44405	H07	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
433	8fa95444-8fad-4731-9d9e-924a584a2f43	190958810720722950179270726619551641411	ACN-1-69	Plate-44405	A08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
434	66941929-55cd-4c37-b9a9-19503fa1e077	136350225840273743457446477591922991223	ACN-1-70	Plate-44405	B08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
435	82890acf-fbd6-4cdb-9d0a-569051f220c1	173511203423923822373586462489965633729	ACN-1-71	Plate-44405	C08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
436	afcd2858-9e29-48bd-a5a2-39c1cc4167e3	233680138435770905763226936085712037859	ACN-1-72	Plate-44405	D08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
437	2c815ee7-0244-4055-9a74-d1320c3bdfc5	59157762958197056009864165265036271557	ACN-1-73	Plate-44405	E08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
438	29c98d44-c89a-4a0f-9d83-24aafe8b1624	55544864765099743281555968057074718244	ACN-1-74	Plate-44405	F08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
439	638927ad-d2cf-46c5-afb8-67b1d90278a4	132305721038015034104929575023975495844	ACN-1-75	Plate-44405	G08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
440	6ded5b52-b693-4e05-a01e-dcb036dd1a3f	146118278148516195097486398213282667071	ACN-1-76	Plate-44405	H08	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
441	da59fb92-92c7-451f-914a-d314a2e72623	290238919999069217701464340631367656995	ACN-1-77	Plate-44405	A09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
442	fca816b4-3698-4c40-8d63-2779f0f65992	335838221301009491263249002594265618834	ACN-1-78	Plate-44405	B09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
443	cfee7cf3-a227-444c-8ea7-3974f1fedfad	276388496101227260671220428552689082285	ACN-1-79	Plate-44405	C09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
444	c47683be-341f-48c1-b55a-748db2995a09	261144050268290617623156717584272415241	ACN-1-80	Plate-44405	D09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
445	1ce33027-3764-40d3-9699-2cea3c5c74b6	38398011931567237906177635039873627318	ACN-1-81	Plate-44405	E09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
446	6de4fe49-d0e4-484a-ba28-eb4a622971a7	146074852804645820429976217674534449575	ACN-1-82	Plate-44405	F09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
447	bbc2ce8a-cbfa-4812-ae6b-ae11b39333f2	249577129975327832809165954365315560434	ACN-1-83	Plate-44405	G09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
448	b31173eb-ab5e-4809-88fd-129746d90ff6	238022431440853560006456882215909920758	ACN-1-84	Plate-44405	H09	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
449	e649bb3b-fc9b-4261-8444-841e8d802fe6	306105274264439083840795703616911454182	ACN-1-85	Plate-44405	A10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
450	2a7fa7a8-0994-46c9-9bee-fee759a94c2d	56490397999700122390533413289029356589	ACN-1-86	Plate-44405	B10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
451	46fb6ec2-9777-4592-8b59-2e2dd7df080b	94351472698632709491166082778401802251	ACN-1-87	Plate-44405	C10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
452	ca49ccab-f698-4de4-9bff-89c69d7fb32d	268887244055118420603369961134330196781	ACN-1-88	Plate-44405	D10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
453	c928323c-c870-4f19-99f0-305aec000bdf	267383537963312192193466911751231507423	ACN-1-89	Plate-44405	E10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
454	064d498d-7d7d-4aae-ba1a-2ee5469f147a	8376666658725752681415485237432882298	ACN-1-90	Plate-44405	F10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
455	06997a1e-9d55-484f-8d0e-9864237da7e9	8772266273574091510772054343060137961	ACN-1-91	Plate-44405	G10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
456	9b1a68cf-fcbf-4bf0-a996-cf0161e6180e	206167464914033771968324186274202523662	ACN-1-92	Plate-44405	H10	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
457	b3748e28-d0a9-4a19-9124-c2c4b31ff868	238537001016957740795566384822311975016	ACN-1-93	Plate-44405	A11	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
458	b1000fb1-4231-4150-b7ce-863430694fa9	235273673533944485759993437837620498345	ACN-1-94	Plate-44405	B11	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
459	84098934-ffd4-4ba7-9498-4815b0543978	175507609004491186739554098876486269304	ACN-1-95	Plate-44405	C11	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
460	487cf66f-c3df-433a-9c10-bd75721d5754	96353258834680283721925209622545520468	ACN-1-96	Plate-44405	D11	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
461	ad0439ef-1895-4037-9a1a-bed8b57e5ac7	229978387498710907817228680041091455687	ACN-1-97	Plate-44405	E11	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
462	4fc3629b-8a33-4ce7-b88d-42259249f132	106023509553699942668132981071986422066	ACN-1-98	Plate-44405	F11	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
463	f38dcd6a-ff4a-4c5a-8f21-fea6833a0b82	323738683203950441501172554156134239106	ACN-1-99	Plate-44405	G11	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
464	54f881a9-2f38-4143-a60b-b37c92c3d945	112945471101861710061172829769525614917	ACN-1-100	Plate-44405	A12	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
465	245a8e0a-7d0a-42d6-95bd-4f50c22ddf27	48322395498668480711393623828140515111	ACN-1-101	Plate-44405	B12	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
466	23e1958e-21da-450e-9a67-bef775fa3f86	47694279985549290157929898047513968518	ACN-1-102	Plate-44405	C12	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
467	2c64c6e4-24f4-4d15-acf1-9808a4374363	59009295492949159729250580479128060771	ACN-1-103	Plate-44405	D12	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
468	42557ce0-1bad-4fa5-aabc-7ad6e1d35ba2	88172925729244779517357958491731614626	ACN-1-104	Plate-44405	E12	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
469	a858f1e0-169e-48d3-ab47-aeb7a592dc64	223772131230239839137494556541805845604	ACN-1-105	Plate-44405	F12	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
470	1544220d-c3f8-43bb-8746-5895a551d726	28267554790405948828220611268701181734	ACN-1-106	Plate-44405	G12	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
471	b872f4d7-3654-43fa-bf2d-b181310f7468	245174839025109783861585496673436529768	ACN-1-107	Plate-44406	A01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
472	b04d82a9-db2b-42de-8bd5-ea8f41b1d136	234346584286889831728854327785944109366	ACN-1-108	Plate-44406	B01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
473	d4c63a16-833e-49e4-b73a-4fc55bb7db39	282825588047786486675982313319472552761	ACN-1-109	Plate-44406	C01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
474	bd6dc218-5d87-4c0f-a755-b8a8c8f64acc	251793988278814075044380378645763869388	ACN-1-110	Plate-44406	D01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
475	3628335c-ef5c-41b0-90ae-7350570623e5	71987045412686036523037238809585918949	ACN-1-111	Plate-44406	E01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
476	a5caa6f4-90f0-4a44-9f54-bbfcbd23330a	220374849526457348199840611581743543050	ACN-1-112	Plate-44406	F01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
477	725ec6e1-00bd-4efc-9417-f173bf9743f6	152024101167849632032079370272718144502	ACN-1-113	Plate-44406	G01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
478	f5e845ce-5aa4-46ad-bfb1-c0d2914bebc3	326866887673800847264056016086990842819	ACN-1-114	Plate-44406	H01	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
479	2628118b-9eff-4481-afbe-b0fa7141c596	50718711577053278985614846484075890070	ACN-1-115	Plate-44406	A02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
480	bd0a2902-f09a-42e8-8378-0b7b847c9147	251276845983647415900770194706025713991	ACN-1-116	Plate-44406	B02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
481	62072a2f-0d51-4f8c-91d0-4d5f93934ba9	130301545253980094657624048944328952745	ACN-1-117	Plate-44406	C02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
482	930b8af7-0669-46d9-b9a6-d634ba20b09a	195456449189692143226545850257795756186	ACN-1-118	Plate-44406	D02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
483	efbbdedf-910a-4e86-8154-2231e051ee5a	318660970912840944250386151963448438362	ACN-1-119	Plate-44406	E02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
484	2ad77f24-5de1-4e56-b47d-6cb43706c113	56946498394839453044563655858302927123	ACN-1-120	Plate-44406	F02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
485	48ac5dc7-4254-46dd-8961-c72df5ec8769	96599392807207308214474018926063552361	ACN-1-121	Plate-44406	G02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
486	4f689ba5-7157-4ca6-a4fa-5dcaba770e6c	105552167421508701525317941263699742316	ACN-1-122	Plate-44406	H02	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
487	77af178b-b553-406e-9395-77d6a50572c8	159087261012901489073631314605274133192	ACN-1-123	Plate-44406	A03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
488	13d35ebe-b945-446b-8ed2-cce86773604f	26352828214256336985552474232734310479	ACN-1-124	Plate-44406	B03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
489	4815e88c-24f8-42fe-bb6f-9db5d780086d	95818170552955563745818769461616838765	ACN-1-125	Plate-44406	C03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
490	247f304e-0b8e-4d4c-aad8-673e4d3c6128	48512609288324913537061615730480144680	ACN-1-126	Plate-44406	D03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
491	a9ab96b9-b4e4-4244-b1bb-3768d3672f31	225530471125094100732775760072846815025	ACN-1-127	Plate-44406	E03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
492	5ea7ed5f-05e6-486b-8ed8-c396badbaaf1	125819359638734732550024667994248686321	ACN-1-128	Plate-44406	F03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
493	109a8845-768b-482f-b4e5-7191ce8e63a3	22070025559909940270935399391048917923	ACN-1-129	Plate-44406	G03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
494	65ccc25b-f76c-4198-92d8-ef1f9ee35adb	135315198207217176404320269019000298203	ACN-1-130	Plate-44406	H03	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
495	aa7289de-848c-4847-96eb-4f35d8f71af5	226563477445098059430974769191244471029	ACN-1-131	Plate-44406	A04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
496	49cb2ba7-21ca-4b57-bb4e-4f163b324390	98088565339755089770058518096449258384	ACN-1-132	Plate-44406	B04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
497	f244fd57-a8db-4ce7-98ad-8c37667aa84b	322031389561068471711609769720402323531	ACN-1-133	Plate-44406	C04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
498	c9422f04-6f12-423c-a571-af6c0769f81c	267518472369970320312551890108958767132	ACN-1-134	Plate-44406	D04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
499	a9bc0d76-a4c7-498c-83ed-ff81c6199249	225615956168299819443422331451081331273	ACN-1-135	Plate-44406	E04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
500	339e1f11-9311-463e-8aba-daf235fb389c	68611640835770868129698510249746184348	ACN-1-136	Plate-44406	F04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
501	36b33ded-83b9-46ab-8199-be786d8d874c	72708988954890051207467063156851705676	ACN-1-137	Plate-44406	G04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
502	6722d483-55fe-4092-88a8-30d912fd82d5	137091331935375380498743425020599304917	ACN-1-138	Plate-44406	H04	ACN-1	195	KIRY-B-SUB*2/Mwea-7b	BC1F1	KIRY-B-SUB	DP	Mwea-7b	RP	ACN-2018-P6				
